category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
gaming,Friday,3,1153,30,9,28,1,0,0,5541,0.1346,8,0,4116
gaming,Thursday,1,71842,90,20,188,1,0,0,25061,0.1142,5,0,24370
education,Friday,13,1905,30,18,171,1,1,0,13,0.0811,8,0,8931
motivation,Monday,2,10084,45,21,196,1,0,0,230,0.0202,0,1,3612
fitness,Sunday,17,15555,45,14,154,1,1,0,2148,0.1145,0,0,9702
gaming,Friday,20,789,15,14,139,1,1,1,2281,0.0203,5,0,5640
fitness,Tuesday,5,402,90,10,292,1,0,0,1002,0.0554,3,0,2819
comedy,Thursday,10,8177,30,7,289,1,0,0,51,0.0497,4,0,5069
fitness,Tuesday,20,2983,30,21,255,1,0,0,1624,0.0571,4,0,4389
food,Sunday,17,12054,60,15,163,1,1,1,2032,0.0528,2,1,7582
travel,Monday,11,436,30,9,133,0,0,0,1090,0.1165,8,0,3041
gaming,Thursday,4,2585,45,8,265,1,0,0,1018,0.0299,0,0,4022
fitness,Saturday,8,3542,60,14,28,1,1,1,7218,0.1276,5,0,15366
education,Wednesday,19,100,15,21,138,0,1,0,805,0.1294,1,0,2671
dance,Friday,17,29490,15,29,84,1,0,0,89,0.0762,1,0,18027
food,Tuesday,18,1257,7,4,248,1,1,0,18158,0.0204,8,0,12430
food,Monday,2,73020,60,19,232,1,0,0,16222,0.0884,9,0,12501
motivation,Wednesday,8,1412,15,1,60,1,1,0,1013,0.124,1,0,1447
fitness,Friday,3,1922,15,21,272,1,0,0,6311,0.047,8,0,6330
motivation,Wednesday,16,525,15,15,218,1,1,0,52,0.1265,7,0,3389
motivation,Friday,16,38711,15,17,285,1,0,0,821,0.1032,6,0,12403
dance,Saturday,22,11131,45,15,248,1,0,0,35,0.1482,7,0,20844
comedy,Thursday,22,61098,90,4,71,1,0,0,10396,0.1246,8,0,62610
fitness,Wednesday,1,3383,15,0,292,0,1,1,55,0.0342,9,0,3043
finance,Wednesday,8,4559,30,18,197,0,0,0,481,0.0701,8,0,6183
gaming,Wednesday,8,238,45,9,79,1,0,0,1688,0.02,2,0,17872
motivation,Thursday,4,1598,30,20,136,0,0,0,5697,0.0151,9,0,3053
travel,Monday,14,6680,90,28,212,1,0,0,3147,0.1074,0,0,14023
fashion,Friday,14,9867,30,12,106,1,1,1,10785,0.1374,7,0,23801
travel,Saturday,2,131017,15,22,206,1,1,0,5473,0.1462,9,1,47319
dance,Wednesday,18,175,90,23,151,1,1,0,15018,0.0442,3,0,17329
dance,Sunday,2,7428,30,22,132,1,1,1,32,0.0343,4,0,4095
education,Thursday,5,2496,15,22,165,1,0,0,416,0.0862,5,0,4022
comedy,Monday,3,5630,15,10,179,1,0,0,2704,0.0341,5,0,3777
gaming,Friday,23,5912,90,14,120,1,0,0,25526,0.0479,6,0,13516
motivation,Thursday,12,3483,45,1,173,1,1,0,399,0.1264,9,0,3307
travel,Saturday,12,639,30,5,67,1,1,0,55841,0.1225,2,0,62372
fashion,Saturday,10,457,60,20,186,1,0,0,2221,0.1348,1,0,5730
dance,Friday,4,3050,30,10,137,1,0,0,264,0.0749,8,0,7045
dance,Wednesday,0,381,15,14,237,1,0,1,108,0.0868,1,0,3303
comedy,Saturday,8,4010,45,8,17,0,0,0,4776,0.1167,8,0,15488
fashion,Monday,16,3114,45,11,75,0,1,0,304,0.0397,9,0,3345
fashion,Thursday,21,100,30,25,150,1,0,0,636,0.1243,3,0,18021
comedy,Monday,0,159612,7,26,107,1,1,0,1516,0.0075,0,0,114806
dance,Wednesday,2,5648,7,3,152,1,1,0,1634,0.1207,2,0,9607
gaming,Monday,14,100,45,27,36,0,1,1,50261,0.1175,9,0,30955
fitness,Monday,20,7668,60,22,145,1,1,0,2410,0.0488,1,0,10768
fitness,Tuesday,22,3408,45,26,125,1,0,0,327,0.1105,3,1,15844
comedy,Monday,9,458,60,23,284,1,1,0,246,0.036,1,0,4411
fashion,Friday,7,8576,45,13,107,1,0,0,30775,0.0886,9,1,84497
motivation,Thursday,11,901,60,21,285,1,1,1,391,0.1066,5,0,6695
comedy,Tuesday,21,6956,15,2,239,1,0,1,3531,0.1086,9,0,10234
gaming,Thursday,14,1390,30,26,101,1,0,0,1610,0.1475,0,0,8847
comedy,Thursday,8,962,30,20,219,1,0,0,2543,0.0314,4,0,12921
food,Wednesday,23,4779,15,16,6,1,0,0,17972,0.0747,8,0,8339
travel,Wednesday,9,265,45,29,215,1,1,0,1930,0.1326,0,0,10752
fashion,Tuesday,19,4236,60,12,168,1,1,1,5624,0.0864,3,0,23047
education,Saturday,8,16043,30,7,73,1,0,0,2021,0.1321,1,0,12682
education,Sunday,14,48392,90,11,292,1,0,0,442,0.0679,1,0,15591
fashion,Wednesday,22,34871,30,11,26,1,1,0,2945,0.1203,4,0,36392
gaming,Sunday,20,56161,30,11,276,0,0,0,298,0.1312,1,0,31213
food,Wednesday,20,2167,30,26,42,1,1,0,106,0.1277,4,0,3893
food,Wednesday,0,777,15,1,92,0,0,0,3509,0.1313,0,0,825
dance,Thursday,1,21325,30,28,70,1,1,0,2773,0.0368,4,0,8849
travel,Tuesday,18,1938,30,9,268,1,1,0,2259,0.0687,2,0,13023
fitness,Thursday,13,4970,90,22,108,1,0,0,1047,0.0303,1,1,6441
finance,Friday,7,18851,30,8,180,1,0,0,949,0.0312,3,1,9779
gaming,Thursday,5,186834,15,0,214,1,1,0,125,0.0757,0,0,58428
finance,Sunday,11,12731,7,28,113,1,1,1,26,0.1442,2,0,22846
finance,Sunday,14,7109,90,3,184,1,1,1,6474,0.0908,0,0,7906
fashion,Friday,13,653,30,22,124,1,0,0,6302,0.1288,7,0,7094
education,Monday,20,40329,90,13,104,1,0,1,663,0.1409,4,0,40158
education,Monday,0,10255,30,15,236,1,0,0,20818,0.0176,0,0,8305
fitness,Friday,10,2631,30,24,140,1,0,0,2980,0.0285,1,0,10849
fashion,Friday,2,2184,45,17,292,1,1,0,2155,0.0472,8,0,7035
finance,Thursday,18,2362,15,1,157,1,0,0,62007,0.0944,6,0,35183
motivation,Friday,17,5319,45,5,273,1,1,0,89,0.014,2,0,1410
education,Tuesday,19,355,30,2,116,1,1,1,997,0.1191,0,0,2012
gaming,Monday,1,44021,45,19,61,0,1,0,199,0.0142,1,0,12366
gaming,Monday,6,31647,60,18,23,1,0,0,525,0.028,6,0,12975
dance,Saturday,7,3635,15,12,59,1,0,0,958,0.0603,7,0,10369
comedy,Friday,18,2372,30,16,264,1,1,0,1003,0.0859,4,0,11212
motivation,Wednesday,21,4713,7,13,179,0,0,1,128,0.1328,3,0,10034
education,Wednesday,14,6398,15,29,231,1,1,0,1256,0.1447,9,0,6332
food,Friday,9,2863,45,21,142,1,1,0,210,0.1333,3,0,14882
education,Tuesday,21,29683,7,10,244,1,0,0,12007,0.0205,4,0,6001
dance,Wednesday,0,378,30,15,80,0,0,0,5059,0.0965,6,0,2273
gaming,Saturday,5,1364,15,10,125,1,0,0,2181,0.069,6,0,11217
finance,Sunday,12,19839,15,28,136,0,1,0,423,0.0232,3,0,6441
food,Friday,13,8810,15,17,55,0,0,0,1494,0.0855,0,0,9499
fashion,Tuesday,2,1446,15,1,212,1,1,1,4508,0.0567,4,0,2444
travel,Tuesday,10,10105,60,22,93,1,1,0,555,0.0551,6,0,7959
finance,Thursday,2,1179,30,20,291,1,0,0,45,0.0187,3,0,2928
travel,Tuesday,18,2812,90,7,127,0,1,0,4620,0.1469,6,0,15254
motivation,Wednesday,9,32166,7,13,216,1,1,0,3163,0.1103,7,0,12637
comedy,Sunday,14,26358,45,1,198,1,1,0,2084,0.0456,1,0,26443
food,Wednesday,10,8257,45,12,19,1,0,0,240,0.138,1,0,5303
fitness,Friday,14,740,15,9,54,0,0,0,7478,0.1425,4,0,3935
food,Sunday,23,2490,45,7,245,1,0,1,10913,0.1225,2,0,5546
education,Friday,12,5846,45,6,250,1,0,0,1925,0.1006,3,0,2884
gaming,Tuesday,4,67491,30,12,59,1,0,0,496,0.0596,0,0,7332
education,Saturday,3,198,45,25,162,1,1,1,517,0.068,3,0,3617
education,Monday,12,1022,30,29,201,1,0,0,497,0.071,3,0,8297
motivation,Sunday,8,37477,15,23,226,0,1,0,453,0.1426,3,0,44092
finance,Thursday,16,56857,30,26,128,1,0,0,540,0.1152,2,1,35784
fitness,Monday,1,4335,60,18,44,1,0,1,2093,0.0473,1,0,4574
fitness,Tuesday,23,78364,30,23,196,1,0,0,6587,0.0956,3,0,59113
education,Tuesday,4,1312,30,14,165,1,1,0,19974,0.0911,7,0,16188
travel,Monday,15,324,30,21,246,1,0,0,176,0.1228,2,0,1742
motivation,Thursday,6,20382,45,1,225,1,0,0,244,0.0188,5,0,6214
education,Sunday,0,50537,45,21,279,1,1,1,5933,0.1067,1,0,19092
comedy,Sunday,11,49042,7,4,259,1,0,0,176,0.053,0,0,13267
gaming,Monday,20,1038,45,18,196,1,1,0,108,0.0238,6,0,17852
finance,Friday,10,7036,30,0,106,1,0,0,166,0.1111,5,0,2389
fashion,Wednesday,11,22285,30,6,268,1,0,0,770,0.0531,9,0,4233
comedy,Saturday,18,8448,30,17,231,1,0,0,28893,0.1109,3,0,26834
travel,Friday,11,66399,45,0,100,1,1,0,849,0.0286,6,0,17809
food,Sunday,11,2370,60,0,159,1,1,0,1897,0.148,5,0,24490
food,Wednesday,13,4328,30,6,94,1,0,1,99,0.1215,1,0,9047
comedy,Saturday,1,7518,30,27,206,1,0,0,9400,0.0469,3,1,3204
education,Saturday,1,21995,30,16,234,1,0,0,6266,0.1124,8,0,14359
fashion,Saturday,3,3463,15,24,153,1,0,0,429,0.0247,7,0,5074
dance,Tuesday,19,26091,90,5,99,1,0,0,277,0.0997,5,0,37526
dance,Saturday,22,88284,30,19,237,1,0,0,7449,0.0136,0,0,25520
travel,Thursday,15,1934,30,11,106,0,0,0,698,0.0533,6,0,1858
education,Monday,9,3654,45,19,129,1,0,1,290,0.1469,0,0,4034
fitness,Sunday,12,28056,7,14,298,1,1,1,526,0.0225,7,0,14529
fitness,Thursday,1,157873,60,12,42,1,1,0,1767,0.0916,2,0,99993
finance,Monday,2,15440,45,11,62,1,0,0,4739,0.0152,8,1,3779
fashion,Friday,18,1193,45,29,72,1,1,1,2092,0.1021,4,0,23243
fashion,Friday,5,7021,7,20,185,1,0,0,1887,0.0454,5,0,4795
food,Monday,18,27676,30,1,116,1,0,0,677,0.0499,3,1,15622
motivation,Thursday,20,1138,7,20,4,1,1,0,1467,0.054,5,0,4291
travel,Monday,19,705,30,17,75,1,1,1,501,0.0347,8,0,9354
dance,Saturday,18,2641,45,27,290,1,0,0,639,0.1415,6,0,14446
travel,Tuesday,7,16112,15,3,82,1,0,1,18831,0.1363,1,0,30045
fitness,Sunday,13,417,45,9,59,1,1,1,1193,0.1312,5,1,1729
fitness,Friday,9,1411,30,10,106,1,1,0,525,0.0204,8,0,5238
comedy,Sunday,2,8043,60,29,116,1,1,1,284,0.0388,7,0,19455
finance,Tuesday,5,34994,30,20,81,1,1,1,13,0.0938,0,0,11685
fashion,Saturday,14,8286,15,5,140,1,0,0,71199,0.1457,4,0,26006
gaming,Saturday,22,9647,15,5,221,1,0,0,88556,0.0927,5,0,65995
travel,Friday,22,29997,60,8,69,1,1,0,3848,0.0524,8,0,36674
fitness,Friday,17,87121,30,19,11,0,0,0,138,0.1235,3,0,29498
motivation,Saturday,13,71247,30,12,296,1,0,0,260204,0.0246,0,0,310248
food,Wednesday,18,124,7,29,104,1,1,0,66,0.1329,5,0,12667
dance,Sunday,9,5863,30,4,206,1,0,1,2407,0.1463,8,0,18843
finance,Tuesday,14,25400,60,5,64,1,0,1,35,0.1453,5,0,24240
motivation,Sunday,3,104779,45,3,62,1,0,0,14,0.0264,6,1,12882
finance,Tuesday,22,15580,15,5,177,1,0,0,1744,0.0847,9,0,19760
comedy,Wednesday,1,1046,30,17,7,1,1,0,2248,0.0898,3,0,8637
gaming,Thursday,2,1327,15,27,158,1,0,0,1391,0.0333,1,0,4376
fitness,Tuesday,6,1396,90,12,10,1,0,0,21725,0.0843,2,0,7179
food,Sunday,22,8548,30,22,272,1,0,0,996,0.0987,0,0,3839
motivation,Monday,15,2072,45,2,94,1,0,0,5566,0.0527,1,0,3869
finance,Saturday,9,100,45,29,154,1,0,0,229,0.0508,6,0,3581
fashion,Saturday,18,589,60,9,205,1,0,1,14618,0.0137,8,0,14138
comedy,Wednesday,16,2209,90,3,114,1,1,0,17339,0.1437,8,0,14208
fashion,Tuesday,18,423,7,24,86,1,1,0,659,0.1215,8,0,4523
food,Thursday,4,553,90,30,196,0,0,0,2322,0.1151,0,0,16563
motivation,Tuesday,22,197155,60,14,97,1,0,0,271,0.0082,6,0,38573
comedy,Saturday,19,4839,30,11,18,1,0,0,705,0.0955,6,0,29736
motivation,Friday,12,2452,60,14,15,1,0,0,4791,0.0312,8,0,17325
fitness,Monday,12,16337,45,28,44,1,0,0,2891,0.1009,8,0,4137
education,Wednesday,10,38674,45,20,154,1,0,0,34,0.0951,0,0,16245
comedy,Friday,10,277370,15,24,230,1,0,0,112,0.1285,9,0,161922
fashion,Sunday,15,105838,30,25,156,1,1,0,338,0.042,4,0,40865
food,Thursday,14,10749,7,28,112,1,1,0,1702,0.009,1,0,9305
gaming,Friday,16,311,60,25,43,1,1,0,175,0.1375,5,0,11080
fitness,Sunday,21,808,90,9,109,1,0,0,64,0.1368,1,0,14342
education,Friday,17,2384,45,11,110,0,0,0,5,0.0711,5,1,1720
gaming,Thursday,18,12232,30,25,222,1,0,0,71135,0.0163,6,0,66401
dance,Friday,3,5824,45,21,264,1,1,1,1642,0.0772,5,0,21937
fitness,Wednesday,21,346,15,7,270,1,0,1,61,0.081,0,0,1984
food,Saturday,21,251,30,20,211,1,0,0,8656,0.1242,3,0,17328
finance,Tuesday,22,7833,45,20,257,1,0,0,21745,0.109,2,0,18933
comedy,Friday,4,6100,15,2,246,0,1,0,1680,0.0153,4,0,10635
motivation,Wednesday,6,3368,15,6,54,1,0,1,3812,0.1073,6,0,9157
food,Tuesday,1,11722,45,17,71,1,0,0,15026,0.0247,2,0,24390
comedy,Sunday,0,46363,30,26,295,1,1,0,3681,0.018,0,0,49947
gaming,Tuesday,11,8588,60,27,212,1,0,0,3886,0.0628,8,0,7577
motivation,Sunday,9,902,15,2,294,1,0,0,50,0.0162,5,0,2567
travel,Friday,7,154414,7,14,170,1,0,0,4,0.1252,5,0,316417
fashion,Wednesday,0,3578,30,1,245,1,1,1,6142,0.0722,3,0,2500
dance,Saturday,11,5377,45,14,140,1,0,0,700,0.0901,0,0,10590
fitness,Friday,1,1515,30,12,103,1,0,0,441,0.0886,8,0,7740
food,Sunday,9,710,45,23,104,1,1,1,7680,0.1468,9,0,12533
dance,Thursday,21,822,30,19,239,1,0,0,162,0.1378,6,0,8757
finance,Tuesday,16,553,45,9,279,1,1,0,1019,0.1281,9,1,2473
comedy,Friday,2,100,7,23,21,1,1,0,1229,0.0606,6,0,9213
comedy,Sunday,6,3709,30,23,77,1,0,0,4357,0.026,6,0,28690
food,Tuesday,11,35747,15,23,194,0,0,0,2170,0.0908,6,0,18743
education,Sunday,7,835,7,23,20,1,1,0,2172,0.0688,7,0,4060
education,Wednesday,19,492415,15,7,159,1,1,0,488,0.0377,7,0,423081
travel,Monday,11,59604,15,15,231,1,1,0,514,0.0192,2,0,24518
fashion,Friday,2,4756,90,27,43,1,0,0,2165,0.0682,7,0,8487
motivation,Saturday,16,665,15,24,296,1,1,0,403,0.0994,3,0,3366
finance,Friday,8,277,15,15,179,1,0,0,209,0.0957,6,0,3522
dance,Tuesday,9,4005,60,1,100,1,0,0,14364,0.1172,4,0,23790
education,Wednesday,21,5555,30,8,114,1,1,0,284,0.0727,3,0,2284
travel,Sunday,5,3401,30,7,212,1,1,0,438,0.0516,3,0,5608
travel,Thursday,0,33684,30,10,17,1,0,0,12748,0.0831,5,0,12537
food,Saturday,21,72747,30,25,26,1,1,0,275,0.1464,1,0,119521
finance,Wednesday,11,11508,15,0,284,1,0,0,2084,0.0115,4,0,335
gaming,Friday,4,12678,15,29,148,0,0,0,2485,0.0817,7,0,4742
motivation,Thursday,12,2784,60,20,284,1,1,0,915,0.0527,1,0,4599
fashion,Wednesday,14,4871,15,10,136,1,0,0,504,0.0203,4,0,2977
fitness,Monday,21,10310,15,17,188,1,1,1,115,0.068,6,0,18624
food,Saturday,10,2779,30,25,189,1,1,0,3849,0.098,4,0,9725
motivation,Tuesday,7,16147,15,20,198,1,0,0,9950,0.0816,9,0,41311
fitness,Wednesday,4,734,30,28,101,1,1,0,8042,0.0092,8,0,9737
fitness,Wednesday,1,1315,60,14,90,1,0,1,2302,0.089,8,0,3854
finance,Monday,11,746,60,23,223,1,0,0,21,0.0386,7,1,5865
finance,Friday,1,1475,45,8,4,1,1,0,5109,0.0545,8,1,3923
dance,Sunday,15,2930,15,8,14,1,1,0,882,0.0503,1,0,2873
travel,Sunday,20,31331,90,0,4,1,0,0,335,0.1295,2,0,26709
motivation,Saturday,2,5295,30,6,229,1,0,0,4085,0.0119,3,0,9515
food,Saturday,9,486,15,11,113,0,0,0,1723,0.0555,4,1,9580
comedy,Tuesday,18,394,30,26,3,1,0,0,8249,0.0622,9,0,26427
food,Wednesday,7,2324,45,23,183,1,0,0,2168,0.0947,1,0,19646
dance,Thursday,6,22068,7,9,212,1,0,0,643,0.1194,9,0,38713
fashion,Wednesday,0,61411,30,18,246,1,0,0,545,0.1105,3,0,13285
travel,Sunday,11,280,60,28,33,0,1,0,3724,0.1141,3,0,7321
comedy,Tuesday,4,9606,15,15,295,1,0,0,75,0.0329,4,0,11283
education,Wednesday,15,2384,45,5,195,1,0,1,402,0.1372,5,0,1168
fashion,Monday,3,2741,30,10,126,1,1,0,13,0.0651,0,0,2442
finance,Sunday,16,723,30,18,141,0,0,0,2547,0.0066,5,0,2091
fitness,Wednesday,23,3307,15,24,135,1,1,0,3984,0.1019,8,0,7483
education,Wednesday,20,667,30,28,127,0,0,0,235,0.0926,2,0,9049
food,Sunday,1,3045,30,18,173,1,0,0,123,0.0233,1,0,7385
food,Thursday,11,38826,60,17,217,1,0,1,7379,0.1442,7,0,23189
finance,Sunday,0,15309,90,24,113,1,0,0,262,0.0864,1,0,10169
dance,Monday,11,154006,90,14,11,0,0,0,3970,0.073,7,0,21880
motivation,Monday,11,12675,15,26,243,0,0,0,1066,0.0627,9,1,2386
education,Wednesday,11,6728,7,28,51,0,0,0,380,0.0354,3,0,5885
education,Saturday,18,13295,30,15,185,1,0,0,3498,0.1432,8,0,4722
gaming,Thursday,16,1216,45,13,232,1,0,0,1168,0.1068,3,1,3113
fashion,Wednesday,19,115,90,7,1,1,1,0,21782,0.0873,0,0,24774
travel,Sunday,23,20601,45,7,0,1,1,0,252,0.0965,7,0,13639
fashion,Wednesday,23,194,30,1,238,1,1,0,77,0.1269,0,0,103
motivation,Tuesday,10,37007,7,5,54,1,1,1,1061,0.0972,4,0,19877
food,Tuesday,12,18986,60,12,219,1,0,0,2843,0.0216,6,0,5974
food,Saturday,7,1065,15,12,103,1,0,0,753,0.1061,2,1,6425
food,Thursday,9,2241,7,20,276,0,1,0,40006,0.0869,5,0,20933
gaming,Friday,7,4813,60,29,9,1,0,0,12402,0.1451,0,0,15769
food,Tuesday,19,934,30,11,103,1,0,0,383,0.1114,5,0,2223
motivation,Friday,7,13003,15,1,197,1,0,0,1247,0.0549,4,0,5905
finance,Monday,8,15238,30,20,13,1,0,0,29,0.0246,1,0,9994
travel,Tuesday,6,366,7,19,167,1,0,0,8983,0.0749,3,0,6839
motivation,Tuesday,13,1117,30,24,29,1,1,0,281,0.1035,6,0,4853
travel,Thursday,1,4599,15,11,13,1,1,0,1632,0.0307,5,0,3030
motivation,Saturday,10,38293,60,16,237,0,0,0,655,0.0992,9,0,10161
food,Friday,7,15900,30,5,61,1,1,1,55,0.1247,5,0,12361
finance,Sunday,12,100,30,6,109,1,0,0,5808,0.0278,8,0,6587
education,Tuesday,20,2905,7,30,159,1,1,1,131,0.1073,1,0,22784
fashion,Tuesday,14,11508,15,27,54,1,1,0,388,0.0149,0,0,13827
fitness,Thursday,2,1164,45,5,248,1,0,0,6037,0.0062,1,0,5000
finance,Thursday,22,1012,45,20,255,1,1,0,157,0.0097,2,0,14926
education,Saturday,13,1281,15,27,21,1,0,0,21627,0.0966,8,0,24686
dance,Friday,14,2823,30,3,102,0,0,0,152,0.1461,9,0,12222
motivation,Monday,1,843,60,20,263,1,1,1,105,0.1168,8,0,4442
dance,Sunday,18,16120,30,8,235,1,1,0,1203,0.0419,4,1,24146
education,Saturday,11,1043,15,4,232,1,1,0,28802,0.0154,6,0,6060
finance,Monday,19,761,30,9,167,1,1,0,1083,0.0944,2,0,2742
motivation,Wednesday,3,2397,30,14,232,1,1,0,7806,0.0055,9,0,4575
fitness,Tuesday,2,70407,7,7,4,1,1,0,75,0.1199,1,0,23421
food,Friday,4,12651,15,22,44,0,1,0,526,0.0403,5,1,6109
motivation,Saturday,2,14185,30,3,45,1,0,0,598,0.0484,5,1,10812
motivation,Tuesday,14,8227,90,25,163,0,0,0,87,0.0549,4,0,5990
finance,Friday,18,893,30,4,168,1,0,0,45,0.1157,0,0,1812
finance,Friday,1,1552,15,6,163,1,0,1,676,0.0435,9,0,9263
education,Friday,11,1143,30,5,255,1,1,0,25834,0.0462,1,0,14624
comedy,Tuesday,4,35059,15,12,65,1,0,0,1697,0.0834,6,0,14316
motivation,Saturday,21,8363,15,18,259,1,0,0,279,0.0721,9,0,24184
fashion,Sunday,16,244,30,9,87,1,1,0,18,0.1436,1,0,1667
motivation,Thursday,13,67156,60,14,239,1,0,0,521,0.0432,4,0,17653
education,Tuesday,21,2703,60,2,58,1,0,0,455,0.0183,9,0,3413
travel,Friday,9,15931,15,17,169,1,0,0,2366,0.0834,3,0,17417
dance,Saturday,2,32669,45,13,257,1,1,0,660,0.0318,9,0,27171
food,Sunday,3,100,15,2,45,1,0,0,3880,0.065,0,0,1098
comedy,Wednesday,5,11139,15,10,1,1,1,0,5089,0.0321,4,0,9733
fitness,Monday,23,3119,90,9,128,1,0,1,953,0.1327,0,0,4764
fitness,Friday,21,100,60,28,268,1,1,0,980,0.0525,2,0,8494
fitness,Wednesday,15,639,15,16,277,1,0,0,1174,0.1174,8,0,4081
finance,Thursday,6,2168,7,12,16,1,0,0,33,0.1425,6,1,2781
fitness,Sunday,14,22520,15,24,186,1,0,0,4632,0.1414,1,0,11458
food,Sunday,20,3578,30,1,115,1,0,0,32680,0.0811,4,0,15140
dance,Friday,19,6416,60,27,258,1,0,1,1234,0.1476,3,1,31992
fitness,Sunday,10,2588,15,12,248,1,0,0,229,0.1001,6,0,5914
motivation,Wednesday,21,34829,30,18,197,1,0,1,1081,0.0236,3,0,41175
motivation,Friday,20,12554,15,4,226,0,1,0,459,0.1338,8,0,17095
finance,Tuesday,0,6588,7,15,176,0,0,0,1158,0.073,2,0,2935
food,Saturday,4,627,45,9,242,1,1,0,587,0.0271,5,0,4744
dance,Wednesday,12,6097,60,11,34,1,1,0,14,0.1198,4,0,6178
comedy,Saturday,20,734811,15,19,134,1,0,0,1327,0.0955,9,1,1065626
education,Tuesday,13,20567,15,12,9,1,0,0,93779,0.1329,7,0,55505
dance,Tuesday,8,1298,15,20,182,1,1,1,75,0.125,0,0,3882
education,Saturday,16,137919,30,15,201,1,1,0,9841,0.0514,9,0,64638
travel,Wednesday,14,1199,15,21,18,1,1,0,2443,0.0422,1,0,7992
education,Saturday,20,17778,30,20,22,1,1,0,174,0.1114,6,0,12449
fashion,Saturday,6,4522,30,25,94,1,0,0,74,0.0881,0,0,17725
motivation,Monday,21,6821,15,0,63,1,0,0,1854,0.0151,4,0,2373
food,Wednesday,21,7287,45,21,219,0,1,0,2257,0.0313,7,0,2501
gaming,Monday,11,3147,15,8,95,1,1,0,53,0.0269,9,0,5808
finance,Friday,22,2438,45,15,264,1,1,0,6993,0.0905,4,0,23310
fashion,Sunday,5,459,30,18,156,1,1,0,407,0.0174,4,0,2603
education,Saturday,20,648,60,14,206,1,0,0,2937,0.0351,8,1,4644
fitness,Friday,15,8965,7,17,273,1,1,0,4475,0.0841,4,0,19926
food,Wednesday,4,1438,45,21,245,1,1,0,6579,0.0243,0,0,3876
fashion,Saturday,8,955,7,11,198,0,0,0,151,0.041,2,0,7874
finance,Sunday,13,797456,90,13,284,1,0,0,61262,0.1365,4,0,180536
motivation,Friday,7,434009,45,2,82,1,0,0,173,0.1061,7,1,518601
food,Thursday,13,13981,15,3,132,0,1,0,6561,0.0495,9,0,21314
finance,Tuesday,11,18010,15,5,104,1,0,0,404,0.1322,1,0,7224
travel,Saturday,9,1138,60,15,236,1,0,0,1216,0.0413,3,0,3040
travel,Sunday,19,582,60,27,68,0,0,0,854,0.0904,3,0,7122
finance,Tuesday,19,2663,60,12,183,1,0,0,2790,0.0584,2,0,9157
fashion,Monday,20,4917,60,11,117,1,0,0,8920,0.1141,5,0,5810
food,Friday,12,17739,60,21,179,1,1,0,322,0.0589,9,0,15320
fashion,Monday,18,182,30,11,270,0,1,1,189,0.0411,1,0,3654
comedy,Sunday,14,234461,7,1,89,1,0,1,17,0.0931,2,0,93076
education,Saturday,7,7680,7,28,87,1,1,0,1572,0.1131,1,0,24357
comedy,Tuesday,22,301,30,12,82,1,1,0,782,0.0828,9,0,14644
travel,Tuesday,20,6525,30,2,19,1,0,0,1363,0.1089,7,0,7879
motivation,Friday,9,968,30,12,106,1,0,0,895,0.0662,1,1,6174
dance,Saturday,2,853,15,24,271,0,0,1,5003,0.1203,4,0,6639
education,Thursday,20,726,30,1,97,1,0,0,398,0.0898,3,0,2553
travel,Thursday,2,3097,15,18,231,1,1,0,2204,0.0335,0,0,2988
fashion,Friday,4,216400,30,8,56,1,1,1,1028,0.1342,6,1,146779
fashion,Saturday,15,5806,30,19,148,1,0,0,160,0.1263,5,0,6654
fashion,Friday,16,17137,15,30,234,1,1,0,277,0.1448,9,0,38572
motivation,Saturday,5,26617,60,0,136,1,1,0,6907,0.0875,0,0,28903
comedy,Sunday,19,3787,30,26,266,0,1,0,5697,0.103,8,0,12206
dance,Sunday,19,607,60,12,228,1,0,0,4806,0.1302,3,1,25175
fashion,Monday,15,276,15,1,281,1,1,0,782,0.0126,0,0,265
gaming,Friday,23,2446,15,14,201,1,1,0,12,0.1373,7,0,16622
education,Saturday,1,38525,7,18,231,0,1,0,39,0.0443,0,0,31149
food,Thursday,19,26468,7,24,18,0,0,0,648,0.0133,1,0,32312
gaming,Saturday,14,7796,15,30,15,1,1,0,52,0.0395,4,1,16282
dance,Sunday,17,9896,7,24,55,1,0,0,10823,0.09,0,0,11482
motivation,Saturday,0,3841,60,15,113,1,1,0,217,0.0119,0,0,3906
dance,Friday,18,2065,60,10,67,1,1,0,633,0.0051,5,0,12879
food,Monday,11,1301,90,14,77,1,0,0,35256,0.0977,0,0,7675
education,Monday,7,347,90,5,29,1,0,0,8615,0.0707,4,0,1800
food,Monday,5,124844,30,13,6,1,1,0,2192,0.1274,9,0,45176
finance,Monday,11,6687,30,26,151,1,0,0,1706,0.0423,4,1,3816
education,Sunday,6,2216,15,5,21,0,0,0,241,0.0457,1,0,1880
dance,Wednesday,17,130365,15,18,29,1,1,0,5025,0.0162,2,0,49481
fashion,Friday,21,183793,45,4,166,1,1,0,1678,0.0831,2,0,193221
dance,Tuesday,13,687821,60,30,147,1,0,0,836,0.0581,2,0,457601
dance,Friday,7,3143,45,10,48,1,0,0,3952,0.0543,2,0,6899
education,Wednesday,23,5939,60,3,297,1,1,1,4096,0.0714,3,0,2901
